src,dst,split,class
data\cleaned\Potato___healthy\ff700844-68ad-4e99-8427-58a39c07f817___RS_HL 1860.JPG,data\processed\train\Potato___healthy\ff700844-68ad-4e99-8427-58a39c07f817___RS_HL 1860.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\4bbccfb6-5720-4c80-9b37-0c3ed8999c9f___RS_HL 1791.JPG,data\processed\train\Potato___healthy\4bbccfb6-5720-4c80-9b37-0c3ed8999c9f___RS_HL 1791.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\5ea316eb-10a2-42c0-b781-40d90356ccaa___RS_HL 1935.JPG,data\processed\train\Potato___healthy\5ea316eb-10a2-42c0-b781-40d90356ccaa___RS_HL 1935.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\5d505af8-3f73-4781-980c-a4a696a04550___RS_HL 1934.JPG,data\processed\train\Potato___healthy\5d505af8-3f73-4781-980c-a4a696a04550___RS_HL 1934.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\56ae1281-5ee5-4f2a-8678-c2e4491878c6___RS_HL 1869.JPG,data\processed\train\Potato___healthy\56ae1281-5ee5-4f2a-8678-c2e4491878c6___RS_HL 1869.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\9a6eb7c4-6b43-477a-89e0-69f62ef67991___RS_HL 1846.JPG,data\processed\train\Potato___healthy\9a6eb7c4-6b43-477a-89e0-69f62ef67991___RS_HL 1846.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\5fcbde8f-52af-4963-b324-ff7f4dd6bd4c___RS_HL 1762.JPG,data\processed\train\Potato___healthy\5fcbde8f-52af-4963-b324-ff7f4dd6bd4c___RS_HL 1762.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\5e19b1f4-fd65-4c4d-bcd2-18c8c519eddb___RS_HL 1965.JPG,data\processed\train\Potato___healthy\5e19b1f4-fd65-4c4d-bcd2-18c8c519eddb___RS_HL 1965.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\e51367c1-d582-45e3-acf6-b0e652b43d3a___RS_HL 1873.JPG,data\processed\train\Potato___healthy\e51367c1-d582-45e3-acf6-b0e652b43d3a___RS_HL 1873.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\31a09d39-6791-4ecb-8f44-af2ed85dbd33___RS_HL 1970.JPG,data\processed\train\Potato___healthy\31a09d39-6791-4ecb-8f44-af2ed85dbd33___RS_HL 1970.JPG,train,Potato___healthy
data\cleaned\Potato___healthy\4a08efaa-28cc-4356-8769-4002f4b299ef___RS_HL 1850.JPG,data\processed\val\Potato___healthy\4a08efaa-28cc-4356-8769-4002f4b299ef___RS_HL 1850.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\9b5be0c5-7d7e-493d-88ba-c721c85f73ca___RS_HL 5405.JPG,data\processed\val\Potato___healthy\9b5be0c5-7d7e-493d-88ba-c721c85f73ca___RS_HL 5405.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\6f4b9acd-f34d-4771-a6bc-2001de2dd1d3___RS_HL 1898.JPG,data\processed\val\Potato___healthy\6f4b9acd-f34d-4771-a6bc-2001de2dd1d3___RS_HL 1898.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\9c620128-2872-4bbb-bc14-d5b785242cf6___RS_HL 1751.JPG,data\processed\val\Potato___healthy\9c620128-2872-4bbb-bc14-d5b785242cf6___RS_HL 1751.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\2dee1571-ef6b-40ef-8c46-334e89aad3f1___RS_HL 1950.JPG,data\processed\val\Potato___healthy\2dee1571-ef6b-40ef-8c46-334e89aad3f1___RS_HL 1950.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\3edf7c3f-73e0-439c-870d-76cfd7c3bc45___RS_HL 1859.JPG,data\processed\val\Potato___healthy\3edf7c3f-73e0-439c-870d-76cfd7c3bc45___RS_HL 1859.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864.JPG,data\processed\val\Potato___healthy\00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\61b05f0a-14bc-4c8f-a256-57c8b8898d8c___RS_HL 1769.JPG,data\processed\val\Potato___healthy\61b05f0a-14bc-4c8f-a256-57c8b8898d8c___RS_HL 1769.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\ef7005dc-1d44-412e-b858-145a2d7a6fa9___RS_HL 1951.JPG,data\processed\val\Potato___healthy\ef7005dc-1d44-412e-b858-145a2d7a6fa9___RS_HL 1951.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\1ae826e2-5148-47bd-a44c-711ec9cc9c75___RS_HL 1954.JPG,data\processed\val\Potato___healthy\1ae826e2-5148-47bd-a44c-711ec9cc9c75___RS_HL 1954.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\71c06efe-089f-49b3-beed-095bd7640e32___RS_HL 1947.JPG,data\processed\val\Potato___healthy\71c06efe-089f-49b3-beed-095bd7640e32___RS_HL 1947.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\45bc0b37-ca59-4a89-8531-705af42a6fd5___RS_HL 1946.JPG,data\processed\val\Potato___healthy\45bc0b37-ca59-4a89-8531-705af42a6fd5___RS_HL 1946.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\d340704d-cc00-4068-bb8a-ae70840b7bfa___RS_HL 1773.JPG,data\processed\val\Potato___healthy\d340704d-cc00-4068-bb8a-ae70840b7bfa___RS_HL 1773.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\dbe4f332-9189-4b76-b30c-f0c9a55e48d3___RS_HL 1841.JPG,data\processed\val\Potato___healthy\dbe4f332-9189-4b76-b30c-f0c9a55e48d3___RS_HL 1841.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\7bfda067-6e35-4af5-a9c4-4b3b5f357871___RS_HL 1813.JPG,data\processed\val\Potato___healthy\7bfda067-6e35-4af5-a9c4-4b3b5f357871___RS_HL 1813.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\3a00204c-5e53-4e5d-95a6-f8819031744e___RS_HL 5420.JPG,data\processed\val\Potato___healthy\3a00204c-5e53-4e5d-95a6-f8819031744e___RS_HL 5420.JPG,val,Potato___healthy
data\cleaned\Potato___healthy\4ae82355-6885-40e7-9807-dabe46ed3441___RS_HL 5410.JPG,data\processed\test\Potato___healthy\4ae82355-6885-40e7-9807-dabe46ed3441___RS_HL 5410.JPG,test,Potato___healthy
data\cleaned\Potato___healthy\20ac28d6-5708-4e31-8676-1b1979de094f___RS_HL 1735.JPG,data\processed\test\Potato___healthy\20ac28d6-5708-4e31-8676-1b1979de094f___RS_HL 1735.JPG,test,Potato___healthy
data\cleaned\Potato___healthy\03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830.JPG,data\processed\test\Potato___healthy\03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830.JPG,test,Potato___healthy
data\cleaned\Potato___healthy\ec6e43d3-512d-4908-99f2-c9e2a0be54be___RS_HL 4202.JPG,data\processed\test\Potato___healthy\ec6e43d3-512d-4908-99f2-c9e2a0be54be___RS_HL 4202.JPG,test,Potato___healthy
data\cleaned\Potato___healthy\1a1184f8-c414-4ead-a4c4-41ae78e29a82___RS_HL 1971.JPG,data\processed\test\Potato___healthy\1a1184f8-c414-4ead-a4c4-41ae78e29a82___RS_HL 1971.JPG,test,Potato___healthy
data\cleaned\Potato___healthy\23f1ab77-d664-49c4-92eb-41eb66c6d101___RS_HL 4169.JPG,data\processed\test\Potato___healthy\23f1ab77-d664-49c4-92eb-41eb66c6d101___RS_HL 4169.JPG,test,Potato___healthy
data\cleaned\Potato___healthy\ee052892-e935-4fbb-9344-4d23c57c6890___RS_HL 5400.JPG,data\processed\test\Potato___healthy\ee052892-e935-4fbb-9344-4d23c57c6890___RS_HL 5400.JPG,test,Potato___healthy
data\cleaned\Potato___healthy\8c1e1281-5937-4559-a02f-02817de6e122___RS_HL 4173.JPG,data\processed\test\Potato___healthy\8c1e1281-5937-4559-a02f-02817de6e122___RS_HL 4173.JPG,test,Potato___healthy
data\cleaned\Potato___healthy\1dcfeaa9-006d-470c-b3e5-d67609d07d4e___RS_HL 1808.JPG,data\processed\test\Potato___healthy\1dcfeaa9-006d-470c-b3e5-d67609d07d4e___RS_HL 1808.JPG,test,Potato___healthy
data\cleaned\Potato___Late_blight\e47b3a9a-24ea-460a-8a8f-4fc9814a072e___RS_LB 3314.JPG,data\processed\train\Potato___Late_blight\e47b3a9a-24ea-460a-8a8f-4fc9814a072e___RS_LB 3314.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e26ad557-11c8-44fd-aad1-dea51c613742___RS_LB 5115.JPG,data\processed\train\Potato___Late_blight\e26ad557-11c8-44fd-aad1-dea51c613742___RS_LB 5115.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e956d757-4016-4d20-96a6-6844787ddc46___RS_LB 4815.JPG,data\processed\train\Potato___Late_blight\e956d757-4016-4d20-96a6-6844787ddc46___RS_LB 4815.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\fe3eb287-4bb0-4a6f-b50e-253370bd19dd___RS_LB 4073.JPG,data\processed\train\Potato___Late_blight\fe3eb287-4bb0-4a6f-b50e-253370bd19dd___RS_LB 4073.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\dc0ad08c-a096-4ad2-9a69-597c10e12f71___RS_LB 4869.JPG,data\processed\train\Potato___Late_blight\dc0ad08c-a096-4ad2-9a69-597c10e12f71___RS_LB 4869.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\ff7160f9-f8d7-4576-82b8-009bf1b63b3b___RS_LB 4974.JPG,data\processed\train\Potato___Late_blight\ff7160f9-f8d7-4576-82b8-009bf1b63b3b___RS_LB 4974.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e465af98-028c-4222-b300-d9688b613d89___RS_LB 5137.JPG,data\processed\train\Potato___Late_blight\e465af98-028c-4222-b300-d9688b613d89___RS_LB 5137.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\de282779-9d54-4b8f-8292-e06c3e020e16___RS_LB 3971.JPG,data\processed\train\Potato___Late_blight\de282779-9d54-4b8f-8292-e06c3e020e16___RS_LB 3971.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\df6898c4-f3a1-4ff2-8f44-3bc45a8d4ec5___RS_LB 3316.JPG,data\processed\train\Potato___Late_blight\df6898c4-f3a1-4ff2-8f44-3bc45a8d4ec5___RS_LB 3316.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e48ffe4c-d920-4559-83ab-62d9d881d787___RS_LB 4129.JPG,data\processed\train\Potato___Late_blight\e48ffe4c-d920-4559-83ab-62d9d881d787___RS_LB 4129.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e1197d2d-980a-45b1-9ab1-5b7cc36660bc___RS_LB 3885.JPG,data\processed\train\Potato___Late_blight\e1197d2d-980a-45b1-9ab1-5b7cc36660bc___RS_LB 3885.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\dbbd22b5-a565-470a-9e72-2c7d7c26dbe5___RS_LB 4932.JPG,data\processed\train\Potato___Late_blight\dbbd22b5-a565-470a-9e72-2c7d7c26dbe5___RS_LB 4932.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\def9c9e1-fd12-44d9-92ae-18c5ff0f52da___RS_LB 2605.JPG,data\processed\train\Potato___Late_blight\def9c9e1-fd12-44d9-92ae-18c5ff0f52da___RS_LB 2605.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\fdb7d904-91df-4f00-85bd-0fb038723329___RS_LB 2628.JPG,data\processed\train\Potato___Late_blight\fdb7d904-91df-4f00-85bd-0fb038723329___RS_LB 2628.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e0c879c8-ebf3-43d0-9693-7a747fb5ba75___RS_LB 3956.JPG,data\processed\train\Potato___Late_blight\e0c879c8-ebf3-43d0-9693-7a747fb5ba75___RS_LB 3956.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e3d4df7f-f184-453e-8a99-3cb0de5a2488___RS_LB 3959.JPG,data\processed\train\Potato___Late_blight\e3d4df7f-f184-453e-8a99-3cb0de5a2488___RS_LB 3959.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\dd730e05-5196-46f4-9e7b-0c01a9fdaa1b___RS_LB 3321.JPG,data\processed\train\Potato___Late_blight\dd730e05-5196-46f4-9e7b-0c01a9fdaa1b___RS_LB 3321.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\dcfa79c3-b0d0-4dd0-9796-5d529948b88e___RS_LB 5437.JPG,data\processed\train\Potato___Late_blight\dcfa79c3-b0d0-4dd0-9796-5d529948b88e___RS_LB 5437.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e25a378e-0aa3-4ac6-b0b1-281a500b9502___RS_LB 4835.JPG,data\processed\train\Potato___Late_blight\e25a378e-0aa3-4ac6-b0b1-281a500b9502___RS_LB 4835.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\de0ae213-3479-4f07-b7f8-d59607a2caa8___RS_LB 2528.JPG,data\processed\train\Potato___Late_blight\de0ae213-3479-4f07-b7f8-d59607a2caa8___RS_LB 2528.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\dd9b9122-fd29-4986-9dc3-330d4a48ccc3___RS_LB 5290.JPG,data\processed\train\Potato___Late_blight\dd9b9122-fd29-4986-9dc3-330d4a48ccc3___RS_LB 5290.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e2d4d58b-8754-4c63-b888-8355ddbcb989___RS_LB 4863.JPG,data\processed\train\Potato___Late_blight\e2d4d58b-8754-4c63-b888-8355ddbcb989___RS_LB 4863.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\dae7db93-d197-4616-a16b-5dcc59058bc2___RS_LB 3178.JPG,data\processed\train\Potato___Late_blight\dae7db93-d197-4616-a16b-5dcc59058bc2___RS_LB 3178.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\ff03a125-445b-40e1-a7ed-0bb9b155dfd8___RS_LB 5039.JPG,data\processed\train\Potato___Late_blight\ff03a125-445b-40e1-a7ed-0bb9b155dfd8___RS_LB 5039.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\df0f75cf-febd-4fde-84a0-7c4da9f97fd2___RS_LB 2534.JPG,data\processed\train\Potato___Late_blight\df0f75cf-febd-4fde-84a0-7c4da9f97fd2___RS_LB 2534.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\d98195f0-bdf8-4e0d-9fd5-af86cfed2a6c___RS_LB 4790.JPG,data\processed\train\Potato___Late_blight\d98195f0-bdf8-4e0d-9fd5-af86cfed2a6c___RS_LB 4790.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\dd55ba8d-a425-4b06-9996-bbf315d71e6e___RS_LB 2737.JPG,data\processed\train\Potato___Late_blight\dd55ba8d-a425-4b06-9996-bbf315d71e6e___RS_LB 2737.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e2ce6696-9f6e-445c-a6c6-c765d659447a___RS_LB 4960.JPG,data\processed\train\Potato___Late_blight\e2ce6696-9f6e-445c-a6c6-c765d659447a___RS_LB 4960.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e231f522-dd72-4fbd-94b4-5b4d7b935269___RS_LB 4131.JPG,data\processed\train\Potato___Late_blight\e231f522-dd72-4fbd-94b4-5b4d7b935269___RS_LB 4131.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e01f9ba8-74b9-48d8-b96c-ac48463a4d29___RS_LB 2857.JPG,data\processed\train\Potato___Late_blight\e01f9ba8-74b9-48d8-b96c-ac48463a4d29___RS_LB 2857.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e08c2b56-3a54-4fcc-b814-85c55020278b___RS_LB 3991.JPG,data\processed\train\Potato___Late_blight\e08c2b56-3a54-4fcc-b814-85c55020278b___RS_LB 3991.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e0a559bf-6345-4c5a-8b42-5545b52a2f1b___RS_LB 5456.JPG,data\processed\train\Potato___Late_blight\e0a559bf-6345-4c5a-8b42-5545b52a2f1b___RS_LB 5456.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\de63bbba-d8d0-4e74-95d7-6d5adfcd0955___RS_LB 3222.JPG,data\processed\train\Potato___Late_blight\de63bbba-d8d0-4e74-95d7-6d5adfcd0955___RS_LB 3222.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\dac53cd2-477e-4f7b-a59d-bb9018eec686___RS_LB 2879.JPG,data\processed\train\Potato___Late_blight\dac53cd2-477e-4f7b-a59d-bb9018eec686___RS_LB 2879.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\fc748621-bd56-4012-a617-9e30df58ecfc___RS_LB 4402.JPG,data\processed\train\Potato___Late_blight\fc748621-bd56-4012-a617-9e30df58ecfc___RS_LB 4402.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e9cc84b7-fc38-4e65-a129-c7a63df76780___RS_LB 2705.JPG,data\processed\train\Potato___Late_blight\e9cc84b7-fc38-4e65-a129-c7a63df76780___RS_LB 2705.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e25e57fb-41d5-4f46-92f7-ce841bd97374___RS_LB 5448.JPG,data\processed\train\Potato___Late_blight\e25e57fb-41d5-4f46-92f7-ce841bd97374___RS_LB 5448.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\d8e3b97f-d362-4e05-8600-a103580aace4___RS_LB 4773.JPG,data\processed\train\Potato___Late_blight\d8e3b97f-d362-4e05-8600-a103580aace4___RS_LB 4773.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\d94eae91-7d2e-4394-b892-8c8c7fa9cf11___RS_LB 4864.JPG,data\processed\train\Potato___Late_blight\d94eae91-7d2e-4394-b892-8c8c7fa9cf11___RS_LB 4864.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e4735c8f-e6da-46a1-b0fe-b1d2355a1bd4___RS_LB 2796.JPG,data\processed\train\Potato___Late_blight\e4735c8f-e6da-46a1-b0fe-b1d2355a1bd4___RS_LB 2796.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\fd35fb86-6558-40f2-b8ac-6922e2107af5___RS_LB 4095.JPG,data\processed\train\Potato___Late_blight\fd35fb86-6558-40f2-b8ac-6922e2107af5___RS_LB 4095.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e19d0007-3013-419d-a46a-0b1919f05cc4___RS_LB 4057.JPG,data\processed\train\Potato___Late_blight\e19d0007-3013-419d-a46a-0b1919f05cc4___RS_LB 4057.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\d992e6d3-25c9-4bbb-a806-8bc1455e5c40___RS_LB 4968.JPG,data\processed\train\Potato___Late_blight\d992e6d3-25c9-4bbb-a806-8bc1455e5c40___RS_LB 4968.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\d9817cc3-ef03-41e5-8892-1fddd27b7bcc___RS_LB 4878.JPG,data\processed\train\Potato___Late_blight\d9817cc3-ef03-41e5-8892-1fddd27b7bcc___RS_LB 4878.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e439b96c-2ff6-4d53-b8f0-1ed720536b0c___RS_LB 4449.JPG,data\processed\train\Potato___Late_blight\e439b96c-2ff6-4d53-b8f0-1ed720536b0c___RS_LB 4449.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e986907b-6948-4c72-93d3-29cb795cc9a1___RS_LB 3837.JPG,data\processed\train\Potato___Late_blight\e986907b-6948-4c72-93d3-29cb795cc9a1___RS_LB 3837.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\df5eb1ff-9261-45ab-ae3f-bf942cdf1a72___RS_LB 2947.JPG,data\processed\train\Potato___Late_blight\df5eb1ff-9261-45ab-ae3f-bf942cdf1a72___RS_LB 2947.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\fc759d3f-64c7-4e45-9a0c-5a2f07fd1055___RS_LB 3030.JPG,data\processed\train\Potato___Late_blight\fc759d3f-64c7-4e45-9a0c-5a2f07fd1055___RS_LB 3030.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\fe93615b-4160-4956-a65c-cdbc79af2052___RS_LB 5131.JPG,data\processed\train\Potato___Late_blight\fe93615b-4160-4956-a65c-cdbc79af2052___RS_LB 5131.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e0d0ea5a-242d-4d1c-9df1-0cc592d75e48___RS_LB 3011.JPG,data\processed\train\Potato___Late_blight\e0d0ea5a-242d-4d1c-9df1-0cc592d75e48___RS_LB 3011.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e28b4ead-09f5-4e34-a162-0e0268f53763___RS_LB 2583.JPG,data\processed\train\Potato___Late_blight\e28b4ead-09f5-4e34-a162-0e0268f53763___RS_LB 2583.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\dd36e5d1-434f-41ce-8f7b-6528e9adc77d___RS_LB 4060.JPG,data\processed\train\Potato___Late_blight\dd36e5d1-434f-41ce-8f7b-6528e9adc77d___RS_LB 4060.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e10ce839-9da1-4f23-9b5e-c5483f6eabbd___RS_LB 5328.JPG,data\processed\train\Potato___Late_blight\e10ce839-9da1-4f23-9b5e-c5483f6eabbd___RS_LB 5328.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e4d454e4-c1e4-4597-8e76-77a93465b41d___RS_LB 2868.JPG,data\processed\train\Potato___Late_blight\e4d454e4-c1e4-4597-8e76-77a93465b41d___RS_LB 2868.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e575421c-a9d4-4c0e-8027-b12fca1e3ac9___RS_LB 2806.JPG,data\processed\train\Potato___Late_blight\e575421c-a9d4-4c0e-8027-b12fca1e3ac9___RS_LB 2806.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\dcf61d08-eda8-41c1-9293-43895d68b426___RS_LB 4372.JPG,data\processed\train\Potato___Late_blight\dcf61d08-eda8-41c1-9293-43895d68b426___RS_LB 4372.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\fcc8393e-18f5-48c2-bd87-a0dabc151810___RS_LB 4029.JPG,data\processed\train\Potato___Late_blight\fcc8393e-18f5-48c2-bd87-a0dabc151810___RS_LB 4029.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\fdb4e132-c71b-413f-93c0-c863dd4582a7___RS_LB 2582.JPG,data\processed\train\Potato___Late_blight\fdb4e132-c71b-413f-93c0-c863dd4582a7___RS_LB 2582.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\df919a28-9f11-42f6-823c-15f70bf1325e___RS_LB 4936.JPG,data\processed\train\Potato___Late_blight\df919a28-9f11-42f6-823c-15f70bf1325e___RS_LB 4936.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e95f2954-1b68-490d-9684-90b3080676b1___RS_LB 3997.JPG,data\processed\train\Potato___Late_blight\e95f2954-1b68-490d-9684-90b3080676b1___RS_LB 3997.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\d994fd7e-a338-42c5-ac37-ede01c18999e___RS_LB 5134.JPG,data\processed\train\Potato___Late_blight\d994fd7e-a338-42c5-ac37-ede01c18999e___RS_LB 5134.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e7e39ba3-b9af-4d5f-afb1-aea45e13446a___RS_LB 2876.JPG,data\processed\train\Potato___Late_blight\e7e39ba3-b9af-4d5f-afb1-aea45e13446a___RS_LB 2876.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\d99f0d05-6ee3-440c-9dc6-48f7ba2bfc24___RS_LB 2654.JPG,data\processed\train\Potato___Late_blight\d99f0d05-6ee3-440c-9dc6-48f7ba2bfc24___RS_LB 2654.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\fdf53f6c-db92-48b9-9e06-0358e4114be6___RS_LB 2656.JPG,data\processed\train\Potato___Late_blight\fdf53f6c-db92-48b9-9e06-0358e4114be6___RS_LB 2656.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\dce12e0f-6f9d-4c29-ad7a-5e8216b690e0___RS_LB 4721.JPG,data\processed\train\Potato___Late_blight\dce12e0f-6f9d-4c29-ad7a-5e8216b690e0___RS_LB 4721.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\dbad8fb5-90a0-4bcc-902e-7b7b632d0233___RS_LB 4036.JPG,data\processed\train\Potato___Late_blight\dbad8fb5-90a0-4bcc-902e-7b7b632d0233___RS_LB 4036.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\e766a563-c87a-4d14-ae00-898ce62e15d4___RS_LB 5123.JPG,data\processed\train\Potato___Late_blight\e766a563-c87a-4d14-ae00-898ce62e15d4___RS_LB 5123.JPG,train,Potato___Late_blight
data\cleaned\Potato___Late_blight\fe4bbe61-ddd7-464f-8aa6-e292b8686c70___RS_LB 2902.JPG,data\processed\val\Potato___Late_blight\fe4bbe61-ddd7-464f-8aa6-e292b8686c70___RS_LB 2902.JPG,val,Potato___Late_blight
data\cleaned\Potato___Late_blight\e6d7f5aa-d176-4e43-9e0c-afc2901442f6___RS_LB 3066.JPG,data\processed\val\Potato___Late_blight\e6d7f5aa-d176-4e43-9e0c-afc2901442f6___RS_LB 3066.JPG,val,Potato___Late_blight
data\cleaned\Potato___Late_blight\feefc118-4434-4ffb-afbb-02fb292f72b6___RS_LB 2874.JPG,data\processed\val\Potato___Late_blight\feefc118-4434-4ffb-afbb-02fb292f72b6___RS_LB 2874.JPG,val,Potato___Late_blight
data\cleaned\Potato___Late_blight\e749122f-0dcc-4613-87a9-5347a51a7b58___RS_LB 4409.JPG,data\processed\val\Potato___Late_blight\e749122f-0dcc-4613-87a9-5347a51a7b58___RS_LB 4409.JPG,val,Potato___Late_blight
data\cleaned\Potato___Late_blight\e36ccebd-29c6-466d-b46f-41fa38f6e9c0___RS_LB 5047.JPG,data\processed\val\Potato___Late_blight\e36ccebd-29c6-466d-b46f-41fa38f6e9c0___RS_LB 5047.JPG,val,Potato___Late_blight
data\cleaned\Potato___Late_blight\dd08ad51-110b-4de0-bfbb-862e53a6165c___RS_LB 4542.JPG,data\processed\val\Potato___Late_blight\dd08ad51-110b-4de0-bfbb-862e53a6165c___RS_LB 4542.JPG,val,Potato___Late_blight
data\cleaned\Potato___Late_blight\dfa65276-0450-4a57-ba94-25384d378f22___RS_LB 4065.JPG,data\processed\val\Potato___Late_blight\dfa65276-0450-4a57-ba94-25384d378f22___RS_LB 4065.JPG,val,Potato___Late_blight
data\cleaned\Potato___Late_blight\e12ede80-8428-4424-b95d-5d3267d112a8___RS_LB 3079.JPG,data\processed\val\Potato___Late_blight\e12ede80-8428-4424-b95d-5d3267d112a8___RS_LB 3079.JPG,val,Potato___Late_blight
data\cleaned\Potato___Late_blight\df40ffa7-8efd-4720-8786-a30b9011dcfc___RS_LB 4150.JPG,data\processed\val\Potato___Late_blight\df40ffa7-8efd-4720-8786-a30b9011dcfc___RS_LB 4150.JPG,val,Potato___Late_blight
